"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL1908357";"";"";"Small molecule";"0";"1355.39";"3";"10";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"None";"None";"1354.5674";"None";"C63H88CoN14O14P";"";""
"CHEMBL1618340";"CITICOLINE";"CITICOLINE|IP 302|IP-302|NSC-122002";"Small molecule";"3";"489.34";"5";"10";"-1.60";"212.89";"12";"5";"1";"10";"N";"0.19";"1.84";"None";"-7.11";"-7.45";"1";"MOL";"0";"31";"15";"6";"2";"489.1146";"ACID";"C14H27N4O11P2+";"C[N+](C)(C)CCOP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O";"RZZPDXZPRHQOCG-OJAKKHQRSA-O"
"CHEMBL1232461";"MOLIBRESIB";"BET INHIBITOR GSK525762|GSK-525762|GSK-525762A|GSK525762|GSK525762A|I-BET 762|MOLIBRESIB|Molibresib";"Small molecule";"2";"423.90";"56";"271";"3.66";"81.40";"6";"1";"0";"5";"N";"0.68";"None";"4.36";"2.57";"2.57";"3";"MOL";"0";"30";"7";"1";"0";"423.1462";"NEUTRAL";"C22H22ClN5O2";"CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21";"AAAQFGUYHFJNHI-SFHVURJKSA-N"
"CHEMBL477121";"";"AMD-3465";"Small molecule";"0";"410.61";"8";"115";"1.74";"64.25";"6";"4";"0";"6";"N";"0.58";"None";"9.93";"0.92";"-3.64";"2";"MOL";"-1";"30";"6";"4";"0";"410.3158";"BASE";"C24H38N6";"c1ccc(CNCc2ccc(CN3CCCNCCNCCCNCC3)cc2)nc1";"CWJJHESJXJQCJA-UHFFFAOYSA-N"
"CHEMBL309138";"";"R-121919";"Small molecule";"0";"380.54";"11";"44";"4.41";"49.56";"6";"0";"0";"7";"N";"0.61";"None";"6.63";"4.52";"4.45";"3";"MOL";"-1";"28";"6";"0";"0";"380.2688";"NEUTRAL";"C22H32N6";"CCCN(CCC)c1cc(C)nc2c(-c3cnc(N(C)C)cc3C)c(C)nn12";"ANNRUWYFVIGKHA-UHFFFAOYSA-N"
"CHEMBL1892210";"";"";"Small molecule";"0";"496.47";"7";"8";"-1.24";"201.85";"10";"7";"1";"2";"N";"0.26";"2.84";"7.38";"-4.50";"-4.82";"1";"MOL";"-1";"33";"11";"8";"2";"460.1482";"ACID";"C22H28N2O11";"CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12.O.O";"SRRPEXWCHWWJOC-JEKSYDDFSA-N"
"CHEMBL347285";"";"Cis-Aconitate";"Small molecule";"0";"174.11";"64";"67";"-0.44";"111.90";"3";"3";"0";"4";"N";"0.50";"1.92";"None";"-0.52";"-9.40";"0";"MOL";"-1";"12";"6";"3";"0";"174.0164";"ACID";"C6H6O6";"O=C(O)/C=C(/CC(=O)O)C(=O)O";"GTZCVFVGUGFEME-IWQZZHSRSA-N"
"CHEMBL3544974";"ASENAPINE MALEATE";"ASENAPINE (AS MALEATE)|ASENAPINE MALEATE|ORG 5222|ORG-5222|SAPHRIS";"Small molecule";"4";"401.85";"3";"4";"4.26";"12.47";"2";"0";"0";"0";"N";"0.72";"None";"7.29";"3.72";"3.47";"2";"MOL";"0";"20";"2";"0";"0";"285.0920";"NEUTRAL";"C21H20ClNO5";"CN1CC2c3ccccc3Oc3ccc(Cl)cc3C2C1.O=C(O)/C=C\C(=O)O";"GMDCDXMAFMEDAG-BTJKTKAUSA-N"
"CHEMBL3426805";"";"";"Small molecule";"0";"314.32";"4";"7";"2.58";"71.33";"4";"2";"0";"5";"N";"0.39";"9.52";"None";"2.53";"2.53";"2";"MOL";"-1";"23";"5";"2";"0";"314.1067";"NEUTRAL";"C17H15FN2O3";"Cn1c(/C=C/C(=O)NO)ccc1/C=C/C(=O)c1cccc(F)c1";"QQDIFLSJMFDTCQ-FIFLTTCUSA-N"
"CHEMBL435734";"ARCTIGENIN";"(-)-Arctigenin|Arctigenin";"Small molecule";"0";"372.42";"91";"198";"2.99";"74.22";"6";"1";"0";"7";"N";"0.75";"9.95";"None";"3.44";"3.44";"2";"MOL";"-1";"27";"6";"1";"0";"372.1573";"NEUTRAL";"C21H24O6";"COc1cc(C[C@H]2C(=O)OC[C@@H]2Cc2ccc(OC)c(OC)c2)ccc1O";"NQWVSMVXKMHKTF-JKSUJKDBSA-N"
"CHEMBL432038";"";"LY-341495";"Small molecule";"0";"353.37";"20";"141";"2.82";"109.85";"4";"3";"0";"5";"N";"0.76";"1.73";"9.86";"0.22";"-2.93";"2";"MOL";"-1";"26";"6";"4";"0";"353.1263";"ZWITTERION";"C20H19NO5";"N[C@](CC1c2ccccc2Oc2ccccc21)(C(=O)O)[C@H]1C[C@@H]1C(=O)O";"VLZBRVJVCCNPRJ-KPHUOKFYSA-N"
"CHEMBL1788131";"";"";"Small molecule";"0";"409.53";"5";"7";"4.89";"3.24";"1";"0";"0";"6";"N";"0.69";"None";"9.80";"5.36";"3.00";"2";"MOL";"-1";"22";"1";"0";"0";"293.2143";"BASE";"C25H31NO4";"O=C(O)/C=C\C(=O)O.c1ccc(CCCCN2CCC(c3ccccc3)CC2)cc1";"OASPNIMFGJVLES-BTJKTKAUSA-N"
"CHEMBL1553873";"";"";"Small molecule";"0";"359.43";"17";"24";"3.05";"79.08";"6";"1";"0";"8";"N";"0.58";"8.36";"9.70";"2.55";"1.70";"2";"MOL";"-1";"26";"7";"1";"0";"359.1845";"BASE";"C19H25N3O4";"COc1cc(N(C)C)cc(CN(C)CCc2ccc([N+](=O)[O-])cc2)c1O";"GOKYHQGRIIXMNE-UHFFFAOYSA-N"
"CHEMBL1823681";"ETILEVODOPA";"ETILEVODOPA|Etilevodopa|L-DOPA ETHYL ESTER|TV-1203";"Small molecule";"2";"225.24";"3";"5";"0.53";"92.78";"5";"3";"0";"4";"N";"0.51";"9.29";"6.97";"0.97";"0.83";"1";"MOL";"0";"16";"5";"4";"0";"225.1001";"NEUTRAL";"C11H15NO4";"CCOC(=O)[C@@H](N)Cc1ccc(O)c(O)c1";"NULMGOSOSZBEQL-QMMMGPOBSA-N"
"CHEMBL292008";"LOXORIBINE";"LOXORIBINE|RWJ 21757|RWJ-21757";"Small molecule";"0";"339.31";"5";"30";"-2.32";"168.88";"11";"5";"1";"4";"N";"0.38";"11.21";"0.82";"-1.01";"-1.01";"2";"MOL";"0";"24";"11";"6";"2";"339.1179";"NEUTRAL";"C13H17N5O6";"C=CCn1c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c2nc(N)nc(O)c21";"VDCRFBBZFHHYGT-IOSLPCCCSA-N"
"CHEMBL418052";"S-ADENOSYLHOMOCYSTEINE";"S-Adenosyl Homocysteine|S-Adenosyl-Homocysteine|S-Adenosylhomocysteine";"Small molecule";"0";"384.42";"51";"180";"-1.44";"182.63";"11";"5";"1";"7";"N";"0.35";"1.81";"9.50";"-4.02";"-4.03";"2";"MOL";"-1";"26";"11";"7";"2";"384.1216";"ZWITTERION";"C14H20N6O5S";"Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O";"ZJUKTBDSGOFHSH-WFMPWKQPSA-N"
"CHEMBL417675";"PALMIDROL";"AM 3112|FSD-201|IMPULSIN|LEVAGEN|LORAMINE P 256|N(2-HYDROXYETHYL) PALMITIDE|N(2-HYDROXYETHYL)PALMITIDE|N-(2-HYDROXYETHYL)-PALMITIDE|NSC-23320|PALMDROL PRODES|PALMIDROL|PALMITAMIDE MEA|PALMITIC ACID MONOETHANOLAMIDE|PALMITIC MONOETHANOLAMIDE|PALMITOYL ETHANOLAMIDE|PALMITOYLETHANOLAMIDE";"Small molecule";"2";"299.50";"46";"111";"4.58";"49.33";"2";"2";"0";"16";"N";"0.41";"None";"None";"4.98";"4.98";"0";"MOL";"0";"21";"3";"2";"0";"299.2824";"NEUTRAL";"C18H37NO2";"CCCCCCCCCCCCCCCC(=O)NCCO";"HXYVTAGFYLMHSO-UHFFFAOYSA-N"
"CHEMBL893";"DICLOXACILLIN";"BRL-1702|DICLOXACILLIN|Dicloxacillin|Dycill|Dynapen|Pathocil|R-13423";"Small molecule";"4";"470.33";"29";"235";"3.20";"112.74";"6";"2";"0";"4";"N";"0.66";"3.75";"None";"2.91";"-0.38";"2";"MOL";"0";"30";"8";"2";"0";"469.0266";"ACID";"C19H17Cl2N3O5S";"Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12";"YFAGHNZHGGCZAX-JKIFEVAISA-N"
"CHEMBL1200582";"AMINOLEVULINIC ACID HYDROCHLORIDE";".DELTA.-AMINOLEVULINIC ACID HYDROCHLORIDE|5 ALA HCL (TRIVIAL NAME)|ALABEL|ALAGLIO|AMELUZ|AMINOLEVULINIC ACID HCL|AMINOLEVULINIC ACID HYDROCHLORIDE|GLEOLAN|GLIOLAN|Levulan|NPC-07|NSC-18509";"Small molecule";"4";"167.59";"8";"11";"-0.62";"80.39";"3";"2";"0";"4";"N";"0.53";"4.05";"7.84";"-3.25";"-3.37";"0";"MOL";"0";"9";"4";"3";"0";"131.0582";"ACID";"C5H10ClNO3";"Cl.NCC(=O)CCC(=O)O";"ZLHFONARZHCSET-UHFFFAOYSA-N"
"CHEMBL1528839";"PHENFORMIN HYDROCHLORIDE";"DEBEI|DIBOTIN S.R.|NSC-23100|PHENFORMIN HCL|PHENFORMIN HYDROCHLORIDE";"Small molecule";"4";"241.73";"19";"48";"0.24";"97.78";"2";"5";"0";"3";"N";"0.36";"None";"11.97";"0.83";"-3.73";"1";"MOL";"0";"15";"5";"6";"1";"205.1327";"BASE";"C10H16ClN5";"Cl.N=C(N)NC(=N)NCCc1ccccc1";"YSUCWSWKRIOILX-UHFFFAOYSA-N"
"CHEMBL1995703";"";"";"Small molecule";"0";"509.68";"11";"20";"4.10";"102.49";"8";"3";"1";"7";"N";"0.44";"10.18";"7.96";"4.56";"3.89";"3";"MOL";"-1";"36";"9";"3";"1";"509.2573";"NEUTRAL";"C26H35N7O2S";"Cc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1";"JVDOKQYTTYUYDV-UHFFFAOYSA-N"
"CHEMBL2364624";"PRADIGASTAT";"LCQ-908|LCQ-908-NXA|LCQ-908NXA|LCQ908 - DGAT-1-INHIBITOR|LCQ908-NXA|PRADIGASTAT";"Small molecule";"3";"455.48";"21";"46";"6.65";"75.11";"4";"2";"1";"6";"N";"0.44";"5.03";"4.31";"5.28";"3.28";"3";"MOL";"0";"33";"5";"2";"1";"455.1821";"ACID";"C25H24F3N3O2";"O=C(O)C[C@H]1CC[C@H](c2ccc(-c3ccc(Nc4ccc(C(F)(F)F)nc4)cn3)cc2)CC1";"GXALXAKNHIROPE-QAQDUYKDSA-N"
"CHEMBL544";"MEQUINOL";"4-HYDROXYANISOLE|4-METHOXYPHENOL|4HA|BMS-181158|HQMME; HYDROXYQUINONE METHYL ETHER|LEUCOBASAL|LEUCODINE B|MECHINOLUM|MENTHYL ANTHRANILATE|MEQUINOL|NOVO-DERMOQUINONA|NSC-4960|P-GUAIACOL|P-HYDROXYANISOLE";"Small molecule";"4";"124.14";"72";"114";"1.40";"29.46";"2";"1";"0";"1";"Y";"0.61";"9.94";"None";"1.51";"1.51";"1";"MOL";"0";"9";"2";"1";"0";"124.0524";"NEUTRAL";"C7H8O2";"COc1ccc(O)cc1";"NWVVVBRKAWDGAB-UHFFFAOYSA-N"
"CHEMBL526307";"";"";"Small molecule";"0";"400.22";"21";"47";"3.17";"96.28";"6";"2";"0";"4";"N";"0.77";"None";"6.76";"3.18";"3.10";"2";"MOL";"-1";"21";"6";"4";"0";"400.0396";"NEUTRAL";"C14H17IN4O2";"COc1cc(C(C)C)c(Oc2cnc(N)nc2N)cc1I";"AATPYXMXFBBKFO-UHFFFAOYSA-N"
"CHEMBL144620";"FLUROFAMIDE";"EU-4534|FLURFAMIDE|FLUROFAMIDE|Flurofamide|NSC-342995";"Small molecule";"0";"217.14";"10";"22";"0.58";"98.21";"2";"3";"0";"2";"N";"0.63";"10.65";"None";"-0.76";"-0.76";"1";"MOL";"0";"14";"5";"5";"0";"217.0416";"NEUTRAL";"C7H9FN3O2P";"NP(N)(=O)NC(=O)c1ccc(F)cc1";"QWZFVMCWPLMLTL-UHFFFAOYSA-N"
"CHEMBL3421968";"";"";"Small molecule";"0";"429.53";"12";"19";"3.53";"71.34";"8";"1";"0";"5";"N";"0.52";"None";"7.85";"3.10";"2.52";"4";"MOL";"-1";"32";"8";"1";"0";"429.2277";"NEUTRAL";"C24H27N7O";"COc1cc(N2CCN(C)CC2)ccc1Nc1nccc(-c2cn(C)c3cnccc23)n1";"ZYVXTMKTGDARKR-UHFFFAOYSA-N"
"CHEMBL614";"PYRAZINAMIDE";".ALPHA.-PYRAZINAMIDE|ALDINAMID|ALDINAMIDE|D-50|EPRAZIN|FARMIZINA|ISOPAS|MK-56|NOVAMID|NSC-14911|PIRAZIMIDA|PIRAZINAMID|PIRILENE|PYRAFAT|PYRAMIZADE|PYRAZIDE|PYRAZINAMIDE|PYRAZINAMIDUM|PYRAZINE CARBOXYLAMIDE|PYRAZINECARBOXAMIDE|Pyrazinamide|ROZIDE|TEBRAZID|UNIPYRANAMIDE|ZINAMIDE";"Small molecule";"4";"123.11";"176";"1148";"-0.42";"68.87";"3";"1";"0";"1";"N";"0.55";"13.06";"None";"-1.23";"-1.23";"1";"MOL";"0";"9";"4";"2";"0";"123.0433";"NEUTRAL";"C5H5N3O";"NC(=O)c1cnccn1";"IPEHBUMCGVEMRF-UHFFFAOYSA-N"
"CHEMBL178459";"OLTIPRAZ";"NSC-347901|OLTIPRAZ";"Small molecule";"3";"226.35";"79";"120";"3.30";"25.78";"5";"0";"0";"1";"N";"0.55";"None";"0.23";"1.79";"1.79";"2";"MOL";"0";"13";"2";"0";"0";"225.9693";"NEUTRAL";"C8H6N2S3";"Cc1c(-c2cnccn2)ssc1=S";"CKNAQFVBEHDJQV-UHFFFAOYSA-N"
"CHEMBL109037";"";"";"Small molecule";"0";"213.19";"57";"108";"-0.24";"124.01";"5";"5";"0";"3";"N";"0.35";"1.35";"8.88";"-2.10";"-2.11";"1";"MOL";"-1";"15";"6";"6";"1";"213.0637";"ZWITTERION";"C9H11NO5";"NC(Cc1cc(O)c(O)cc1O)C(=O)O";"YLKRUSPZOTYMAT-UHFFFAOYSA-N"
"CHEMBL291536";"";"SB-334867";"Small molecule";"0";"319.32";"26";"69";"3.72";"92.94";"5";"2";"0";"2";"N";"0.59";"10.38";"2.37";"1.91";"1.91";"4";"MOL";"-1";"24";"7";"2";"0";"319.1069";"NEUTRAL";"C17H13N5O2";"Cc1nc2ccc(NC(=O)Nc3ccnc4cccnc34)cc2o1";"AKMNUCBQGHFICM-UHFFFAOYSA-N"
"CHEMBL98350";"LY-294002";"LY-294002";"Small molecule";"0";"307.35";"498";"1372";"3.30";"42.68";"4";"0";"0";"2";"N";"0.73";"None";"None";"3.41";"3.41";"3";"MOL";"-1";"23";"4";"0";"0";"307.1208";"NEUTRAL";"C19H17NO3";"O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12";"CZQHHVNHHHRRDU-UHFFFAOYSA-N"
"CHEMBL964";"DISULFIRAM";"Antabuse|DISULFIRAM|Disulfiram|ESPERAL|NSC-25953|ORA-102|ORA102";"Small molecule";"4";"296.55";"267";"2633";"3.62";"6.48";"4";"0";"0";"4";"N";"0.57";"None";"None";"4.16";"4.16";"0";"MOL";"0";"16";"2";"0";"0";"296.0509";"None";"C10H20N2S4";"CCN(CC)C(=S)SSC(=S)N(CC)CC";"AUZONCFQVSMFAP-UHFFFAOYSA-N"
"CHEMBL1341792";"";"";"Small molecule";"0";"425.44";"10";"15";"4.54";"106.52";"4";"3";"0";"4";"N";"0.45";"4.12";"0.05";"4.59";"1.44";"4";"MOL";"-1";"32";"7";"3";"0";"425.1376";"ACID";"C25H19N3O4";"Cc1ccc(-c2[nH]nc3c2C(c2cccc(O)c2)N(c2ccc(C(=O)O)cc2)C3=O)cc1";"VGUQVYZXABOXCX-UHFFFAOYSA-N"
"CHEMBL170";"QUININE";"(8S,9R)-6'-METHOXYCINCHONAN-9-OL|CHININUM PURUM|NSC-192949|QUININE|Quinine|REZQUIN|WR297608";"Small molecule";"4";"324.42";"88";"807";"3.17";"45.59";"4";"1";"0";"4";"N";"0.88";"13.89";"9.05";"2.51";"0.86";"2";"MOL";"0";"24";"4";"1";"0";"324.1838";"BASE";"C20H24N2O2";"C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12";"LOUPRKONTZGTKE-WZBLMQSHSA-N"
"CHEMBL1115";"PYRIDOSTIGMINE";"Mestinon|PYRIDOSTIGMINE|PYRIDOSTIGMINE CATION|PYRIDOSTIGMINE ION|Pyridostigmine|Regonol";"Small molecule";"4";"181.22";"31";"86";"0.57";"33.42";"2";"0";"0";"1";"Y";"0.59";"None";"None";"-3.47";"-3.47";"1";"MOL";"0";"13";"4";"0";"0";"181.0972";"NEUTRAL";"C9H13N2O2+";"CN(C)C(=O)Oc1ccc[n+](C)c1";"RVOLLAQWKVFTGE-UHFFFAOYSA-N"
"CHEMBL1506885";"";"";"Small molecule";"0";"441.54";"27";"39";"3.52";"71.76";"6";"1";"0";"7";"N";"0.44";"12.75";"6.88";"3.19";"3.07";"4";"MOL";"-1";"33";"7";"1";"0";"441.2165";"NEUTRAL";"C26H27N5O2";"O=C(NCCCN1CCOCC1)c1cnn2c(-c3ccccc3)cc(-c3ccccc3)nc12";"JTRXWCLQFAZHGP-UHFFFAOYSA-N"
"CHEMBL371197";"TRIDOLGOSIR";"SWAINSONINE|TRIDOLGOSIR";"Small molecule";"0";"173.21";"77";"133";"-1.45";"63.93";"4";"3";"0";"0";"N";"0.42";"13.28";"9.47";"-1.41";"-3.47";"0";"MOL";"0";"12";"4";"3";"0";"173.1052";"BASE";"C8H15NO3";"O[C@@H]1[C@H](O)CN2CCC[C@@H](O)[C@H]12";"FXUAIOOAOAVCGD-WCTZXXKLSA-N"
"CHEMBL3182343";"PIVAMPICILLIN";"MK-191|PIVAMPICILLIN|PONDOCILLIN";"Small molecule";"4";"463.56";"6";"34";"1.32";"128.03";"8";"2";"0";"6";"N";"0.37";"11.71";"7.23";"2.07";"1.84";"1";"MOL";"0";"32";"9";"3";"0";"463.1777";"NEUTRAL";"C22H29N3O6S";"CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1(C)C";"ZEMIJUDPLILVNQ-ZXFNITATSA-N"
"CHEMBL916";"TIROFIBAN";"AGRASTAT|Aggrastat|L-700462|MK-383|TIROFIBAN|Tirofiban";"Small molecule";"4";"440.61";"28";"118";"2.95";"104.73";"5";"3";"0";"14";"N";"0.38";"3.17";"10.21";"0.60";"0.60";"1";"MOL";"0";"30";"7";"3";"0";"440.2345";"ZWITTERION";"C22H36N2O5S";"CCCCS(=O)(=O)N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O";"COKMIXFXJJXBQG-NRFANRHFSA-N"
"CHEMBL307261";"";"";"Small molecule";"0";"284.35";"56";"225";"2.19";"57.15";"5";"1";"0";"0";"N";"0.69";"12.11";"None";"2.84";"2.84";"0";"MOL";"-1";"20";"5";"1";"0";"284.1624";"NEUTRAL";"C15H24O5";"C[C@@H]1CC[C@H]2[C@@H](C)[C@@H](O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4";"BJDCWCLMFKKGEE-ISOSDAIHSA-N"
"CHEMBL193482";"ESTRIOL";"16.ALPHA.,17.BETA.-ESTRIOL|16.ALPHA.-HYDROXYESTRADIOL|AACIFEMINE|COLPOGYN|ESTRIOL|ESTRIOL ACETATE BENZOATE|ESTRIOL PROPIONATE|ESTRIOL SUCCINATE|Estriol|GYNEST|INCURIN|NSC-12169|OESTRIOL|ORTHO-GYNEST|OVESTIN|TRIHYDROXYESTRIN|Theelol";"Small molecule";"4";"288.39";"148";"911";"2.58";"60.69";"3";"3";"0";"0";"N";"0.69";"10.33";"None";"2.67";"2.67";"1";"MOL";"0";"21";"3";"3";"0";"288.1725";"NEUTRAL";"C18H24O3";"C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O";"PROQIPRRNZUXQM-ZXXIGWHRSA-N"
"CHEMBL1089";"PHENELZINE";"Nardil|PHENELZINE|Phenelzine";"Small molecule";"4";"136.20";"159";"768";"0.69";"38.05";"2";"2";"0";"3";"Y";"0.47";"None";"5.55";"1.20";"1.20";"1";"MOL";"0";"10";"2";"3";"0";"136.1000";"NEUTRAL";"C8H12N2";"NNCCc1ccccc1";"RMUCZJUITONUFY-UHFFFAOYSA-N"
"CHEMBL294029";"RAVUCONAZOLE";"BMS-207147|ER-30346|RAVUCONAZOLE";"Small molecule";"1";"437.48";"53";"276";"4.24";"87.62";"7";"1";"0";"6";"N";"0.49";"12.67";"2.32";"4.14";"4.14";"4";"MOL";"0";"31";"6";"1";"0";"437.1122";"NEUTRAL";"C22H17F2N5OS";"C[C@@H](c1nc(-c2ccc(C#N)cc2)cs1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F";"OPAHEYNNJWPQPX-RCDICMHDSA-N"
"CHEMBL1516077";"";"";"Small molecule";"0";"189.21";"11";"14";"1.16";"37.38";"2";"0";"0";"1";"Y";"0.62";"None";"None";"0.91";"0.91";"1";"MOL";"-1";"14";"3";"0";"0";"189.0790";"NEUTRAL";"C11H11NO2";"CN1C(=O)C[C@H](c2ccccc2)C1=O";"WLWFNJKHKGIJNW-SECBINFHSA-N"
"CHEMBL470670";"LEVOMENTHOL";"L-MENTHOL|LEVOMENTHOL";"Small molecule";"3";"156.27";"15";"43";"2.44";"20.23";"1";"1";"0";"1";"Y";"0.62";"None";"None";"2.66";"2.66";"0";"MOL";"0";"11";"1";"1";"0";"156.1514";"NEUTRAL";"C10H20O";"CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O";"NOOLISFMXDJSKH-KXUCPTDWSA-N"
"CHEMBL285527";"";"";"Small molecule";"0";"299.35";"32";"66";"3.83";"66.40";"3";"2";"0";"3";"N";"0.72";"-2.03";"None";"2.11";"1.21";"3";"MOL";"-1";"21";"4";"2";"0";"299.0616";"ACID";"C16H13NO3S";"O=S(=O)(O)c1cccc2cccc(Nc3ccccc3)c12";"FWEOQOXTVHGIFQ-UHFFFAOYSA-N"
"CHEMBL1454946";"FLUBENDAZOLE";"FLUBENDAZOLE|NSC-313680|R 17,889|R-17,889|R-17889";"Small molecule";"0";"313.29";"124";"593";"3.11";"84.08";"4";"2";"0";"3";"N";"0.73";"9.17";"3.42";"3.40";"3.40";"3";"MOL";"0";"23";"6";"2";"0";"313.0863";"NEUTRAL";"C16H12FN3O3";"COC(=O)Nc1nc2cc(C(=O)c3ccc(F)cc3)ccc2[nH]1";"CPEUVMUXAHMANV-UHFFFAOYSA-N"
"CHEMBL367808";"";"";"Small molecule";"0";"442.14";"6";"11";"5.16";"40.62";"2";"0";"1";"3";"N";"0.62";"None";"None";"5.29";"5.29";"2";"MOL";"-1";"25";"4";"0";"1";"439.9694";"NEUTRAL";"C18H15BrCl2N2O2";"CN1C(=O)N(c2cc(Cl)cc(Cl)c2)C(=O)[C@@]1(C)Cc1ccc(Br)cc1";"FJNJHZQMQRVZEE-GOSISDBHSA-N"
"CHEMBL391997";"CAPSAZEPINE";"Capsazepine";"Small molecule";"0";"376.91";"75";"238";"3.62";"55.73";"3";"3";"0";"3";"N";"0.56";"9.20";"None";"4.42";"4.41";"2";"MOL";"-1";"25";"4";"3";"0";"376.1012";"NEUTRAL";"C19H21ClN2O2S";"Oc1cc2c(cc1O)CN(C(=S)NCCc1ccc(Cl)cc1)CCC2";"DRCMAZOSEIMCHM-UHFFFAOYSA-N"
"CHEMBL1335195";"";"";"Small molecule";"0";"821.14";"9";"13";"-1.63";"199.89";"9";"8";"2";"12";"N";"0.11";"11.73";"None";"-1.95";"-1.95";"1";"MOL";"-1";"34";"12";"8";"3";"820.8803";"NEUTRAL";"C19H26I3N3O9";"CC(=O)N(C[C@@H](O)CO)c1c(I)c(C(=O)NC[C@@H](O)CO)c(I)c(C(=O)NC[C@@H](O)CO)c1I";"NTHXOOBQLCIOLC-GMTAPVOTSA-N"
"CHEMBL352418";"";"";"Small molecule";"0";"131.13";"71";"84";"-1.21";"69.56";"3";"3";"0";"1";"N";"0.42";"1.64";"10.62";"-3.72";"-3.72";"0";"MOL";"-1";"9";"4";"3";"0";"131.0582";"ZWITTERION";"C5H9NO3";"O=C(O)[C@@H]1C[C@@H](O)CN1";"PMMYEEVYMWASQN-DMTCNVIQSA-N"
"CHEMBL384073";"GSK-180736A";"GSK180736A";"Small molecule";"0";"365.37";"217";"501";"2.97";"98.91";"3";"4";"0";"3";"N";"0.57";"12.03";"1.71";"1.40";"1.40";"3";"MOL";"-1";"27";"7";"4";"0";"365.1288";"NEUTRAL";"C19H16FN5O2";"CC1=C(C(=O)Nc2ccc3[nH]ncc3c2)C(c2ccc(F)cc2)NC(=O)N1";"HEAIGWIZTYAQTC-UHFFFAOYSA-N"
"CHEMBL1382";"TOLTERODINE";"BLERONE XL|DETRUSITOL|DETRUSITOL XL|EFFLOSOMYL XL|INCONEX XL|KABI 2234|KABI-2234|MARIOSEA XL|NEDITOL XL|PREBLACON XL|SANTIZOR XL|TOLTERODINE|Tolterodine";"Small molecule";"4";"325.50";"39";"151";"5.34";"23.47";"2";"1";"1";"7";"N";"0.74";"10.28";"11.01";"5.12";"2.76";"2";"MOL";"0";"24";"2";"1";"1";"325.2406";"BASE";"C22H31NO";"Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1";"OOGJQPCLVADCPB-HXUWFJFHSA-N"
"CHEMBL404";"TAZOBACTAM";"CL 298,741|CL-298741|NSC-759887|TAZOBACTAM|Tazobactam|YTR-830H";"Small molecule";"4";"300.30";"164";"880";"-1.52";"122.46";"7";"1";"0";"3";"N";"0.67";"2.86";"0.75";"-1.40";"-4.89";"1";"MOL";"0";"20";"9";"1";"0";"300.0528";"ACID";"C10H12N4O5S";"C[C@]1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O";"LPQZKKCYTLCDGQ-WEDXCCLWSA-N"
